videoid,name,page_idx,page_dir,duration,contentUrl
100952,"a blurry photo of a man and a woman sitting on the porch of a log cabin and a house in the middle of a field, with a lake in the background.",,,,
100953,"a blurry photo of a man sitting in a dining room with a wooden floor, the room has a table with a quilt on it, chairs, two beds and a sign that says airpano.",,,,
100954,"a bird's eye view of a church on a hill overlooking a lake surrounded by trees, the lake extends to the land.",,,,
100955,"an aerial view of a small wooden building with a cross on top, located in a grassy field at sunset, the field includes trees and a lake in the background.",,,,
100956,"an aerial view of a farm in the fall, the farm including a grassy area, a lake with a bench in the foreground, and is surrounded by trees.",,,,
100957,"a blurry photo of a grassy field with two barns, a house, trees and water in the background.",,,,
100958,"an aerial and panoramic view of a lake with houses, a farm, trees in the foreground, a house in the background, and a grassy field next to the body of water.",,,,
100959,"an aerial view of a castle surrounded by a lush green field, with a large lake and sky in the background.",,,,
100960,"an aerial and panoramic view of a large body of water, next to which are a building and a clock tower.",,,,
100961,"an aerial and panoramic view of a snow covered field and a frozen lake, with the sun setting over the field.",,,,
100962,an aerial and panoramic view of a snow covered field with the sun setting over a frozen lake,,,,
100963,"a snow covered field with a car driving across it, and a building and a barn in the distance.",,,,
100964,"an aerial panoramic view of a snow-covered landscape that includes a church, a field, and a frozen lake.",,,,
100965,"an aerial view of a snowy scene at sunset, including a building, a church, and a panoramic view of a frozen lake.",,,,
100966,"an aerial and panoramic view of a snow covered field with a church, a frozen lake and a lighthouse in the distance",,,,
100967,an aerial view of a snow-covered field with a church and a bench in the middle of it.,,,,
100968,"a panoramic aerial view of a snow covered landscape, including fields.",,,,
100969,"The output is: a blurry photo of a small boat floating on a large body of water, with a lush green hillside in the background",,,,
100970,"an aerial and panoramic view of a lush green field with trees, a grassy hill, a boat on a body of water",,,,
100971,an aerial and panoramic view of a body of water with a mountain in the background and the airpano logo.,,,,
100972,"a blurry photo of a man riding a boat traveling down a body of water, the water includes a lake and a river next to a lush green hillside.",,,,
100973,"a couple of people riding on a speed boat speeding across a body of water under a cloudy sky, with an island in the middle of the water.",,,,
100974,"a wide open field with a river running through it, a lake, mountains in the background, a large body of water surrounded by lush greenery, viewed from an aerial perspective.",,,,
100975,"a panoramic view of a wide open field with a river running through it, the field includes a lake in the distance, mountains in the distance, and a lush green forest.",,,,
100976,"an aerial view of a large body of water, a green field with a mountain in the distance, and a river running through a lush green field.",,,,
100977,a panoramic and aerial view of a wide open field with a river running through it and a large body of water sitting next to it.,,,,
100978,"an aerial view of a lush green countryside with a river running through it and a lake in the middle, the scenery includes a boat and a grassy area.",,,,
100979,an aerial and panoramic view of a large body of water including the ocean and land.,,,,
100980,"an aerial view of a beach, the ocean, and a desert with sparse trees, also includes a blurry photo of a body of water.",,,,
100981,"an aerial view of a group of people riding horses across a wide open grassy field, the field with trees and a dirt road running through it.",,,,
100982,"a panoramic and aerial view of a lake with a boat in the water, a beach, a farm near the body of water, and a dirt road on the farm.",,,,
100983,"a blurry view of the sun rising over a mountain surrounded by a body of water, sky and clouds.",,,,
100984,"a blurry photo of a small island and two boats floating in the middle of a large lake, the lake with a sky background.",,,,
100985,"a person walking on a dirt road near a body of water, a person riding a skateboard on a dirt hill, with the sun setting behind a group of pillars on top of the field.",,,,
100986,"an aerial view of a man standing next to a fire on top of a grassy field, with a sunset in the background.",,,,
100987,"a view from the top of a mountain, featuring the ocean, the body of water, and the setting sun over the ocean.",,,,
100988,"an aerial view from a plane flying above the clouds, overlooking a cliff, a body of water, and the ocean, with a blurry view of the sky.",,,,
100989,"a panoramic and aerial view of a barren landscape at sunset, which includes a lake, mountains, and a mountain with snow on the ground.",,,,
100990,"a panoramic view of a snow covered field with a lake, a boat in the distance, a mountain in the background, and trees and a hill.",,,,
100991,"a panoramic and aerial view of a lake at sunset, the scene includes a snow covered field, and is surrounded by mountains",,,,
100992,"a panoramic aerial view of a lake at sunset, the lake is surrounded by mountains",,,,
100993,"a panoramic and aerial view of a lake at sunset, surrounded by mountains and a body of water.",,,,
100994,an aerial view of a city at night.,,,,
100995,"an aerial view of the Las Vegas city at night, the city including an airport and the Las Vegas strip.",,,,
100996,"The output would be: an aerial view of a city at night, the view captured from the top of a building.",,,,
100997,"a panoramic view of a city at night from the top of a building, the city observed in aerial view",,,,
100998,a panoramic aerial view of a city at night from the top of a building.,,,,
100999,"a night view of the Las Vegas strip, including the Planet Hollywood hotel and casino, lit up and seen from the top of a skyscraper.",,,,
101000,an aerial view of the Las Vegas strip lit up at night,,,,
101001,"a night view of the Las Vegas strip, including a ferris wheel in the distance, as seen from an aerial perspective.",,,,
101002,"an aerial view of the Las Vegas strip at night, the city view captured from the top of a building with the lights on.",,,,
101003,an aerial view of a city at night from the top of a building.,,,,
101004,an aerial view of a city at night.,,,,
101005,"a panoramic view of a city with a river, the city features a tall building with people standing on top and a ferris wheel with people riding on top, also there is a view of the ocean as seen from a plane.",,,,
101006,"a city street filled with lots of traffic and a red and white double decker bus driving down it, next to tall buildings with groups of people walking, including a large group crossing a bridge.",,,,
101007,"a view of a street with cars, a woman in a purple jacket taking a picture, a man standing on a bridge next to a river, all of these with a clock tower in the background.",,,,
101008,"a panorama of a street with a woman riding a skateboard, a man in a kilt playing a bagpipe on a bridge, a group of people walking across the same bridge, and a river with a ferris wheel in the background.",,,,
101009,"a boat traveling down a river next to a tall building and a bridge, with a crowd of people standing by a metal fence and a group of people sitting on a bench.",,,,
101010,"a group of people riding and walking on a bridge over a body of water, the scene including a bus driving over the bridge, people on the back of a boat, and a tall tower next to the bridge.",,,,
101011,"a boat traveling down a river next to a bridge and a tall building, with a group of people sitting on top of the boat and a crowd of people waiting for a train.",,,,
101012,"a panoramic view of a city with a castle, a street with a crowd of people walking next to tall buildings, a field with a fence and a building in the background, and a large group of people walking around an airport.",,,,
101013,"a group of people walking and riding motorcycles across a stone walkway and down a street next to tall buildings, with a person sitting on the ground in a courtyard.",,,,
101014,"a blurry photo of a group of people walking and riding bicycles on a city street with cars parked on the side of the road, next to a tall building.",,,,
101015,"a blurry photo of a city with a large building featuring a clock tower, streets filled with cars and pedestrians, and a woman walking down a sidewalk next to a tree.",,,,
101016,"a computer generated image of a large building with a clock on it, including a man standing in a doorway and another man standing in front of a window with the words airpano on it.",,,,
101017,"a large grassy field on a street, with a person riding a bike, and flags flying in the air, captured as a 3D image and a blurry photo.",,,,
101018,"a group of people and horses, including a man, walking down a street next to a fence and a horse drawn carriage, with a man in front of a gate.",,,,
101019,"a blurry photo of a person standing in a park with a grassy field, the park having a large tree under which a squirrel is sitting.",,,,
101020,"a virtual view of a city street filled with traffic and a monument in the background, with a group of people walking down the street next to tall buildings, and people riding on the back of a double decker bus.",,,,
101021,"a blurry photo of a city square with a group of people walking around, a fountain in the middle, and a statue of a man on a horse.",,,,
101022,"a group of people, including a woman, walking around and down a street in front of and next to tall buildings.",,,,
101023,"a group of people and two women walking on the side of a road, a double decker bus driving down the street next to a large building and tall buildings.",,,,
101024,"a double decker bus and a group of people walking down a street next to a tall building, with a panoramic view of people walking in a park",,,,
101025,"a panoramic view of a bridge over a river, the scene includes a street light, a ferris wheel in the background, a red double-decker bus driving down a street, and a group of people walking across the bridge.",,,,
101026,"a computer generated image of a white boat traveling down a river next to a bridge with a city in the background, and a large group of people sitting on top of the boat.",,,,
101027,"a boat traveling down a river next to a tall building in a city, with a large group of people riding and sitting on top of the boat",,,,
101028,"a blurry photo of a boat floating under a cloudy sky and a sunset over a river, with a large ferris wheel sitting next to the river, and the logo for an airpano production company visible.",,,,
101029,"an aerial view of a beach and a pier at sunset, with the sun setting over the ocean as seen from a boat",,,,
101030,"an aerial view of a city and the ocean at sunset, including a beach.",,,,
101031,"an aerial panoramic view of a city and a beach at sunset, including a boat traveling across the ocean.",,,,
101032,"an aerial and panoramic view of a city and a beach with a large body of water, a pier, and a sky background.",,,,
101033,"an aerial view of a city with lots of buildings, a beach and the ocean, also including a blurry photo of a beach with the ocean in the background.",,,,
101034,"an aerial and panoramic view of a city by the ocean, the city including a marina with boats in the water, a beach and near the ocean.",,,,
101035,"an aerial view of a city with a harbor and a marina in the middle of the ocean, the city having the ocean in the background",,,,
101036,an aerial view of a city at sunset/dusk.,,,,
101037,"an aerial view of a city under a cloudy sky at sunset and night, transitioning from dusk.",,,,
101038,"a panoramic view of a city with a mountain range in the background, as seen from a plane.",,,,
101039,"an aerial view from a plane of a city, including a body of water, mountains and a river.",,,,
101040,"a panoramic and aerial view of a large city with lots of buildings, as seen from a plane.",,,,
101041,a panoramic and aerial view of a city with many tall buildings and a highway,,,,
101042,an aerial view of a city with tall buildings,,,,
101043,a panoramic and aerial view of a city with tall buildings,,,,
101044,an aerial view of a city at night and at sunset.,,,,
101045,an aerial view of a city at night.,,,,
101046,an aerial view of a city at night from the top of a building.,,,,
101047,an aerial view of a city at night.,,,,
101048,an aerial view of a city at night,,,,
101049,"an aerial view of a city with tall buildings, seen from a balcony, and a computer generated image of a building with arches and pillars.",,,,
101050,"a view of a city at night from the top of a large building with arches and a clock tower, the view includes a balcony and a high rise.",,,,
101051,"a blurry view of a city at night from a high rise building, the city including a train station.",,,,
101052,"a panoramic 3d view of a beach with palm trees, a house, a pier in the background, and a view of the ocean from a boat.",,,,
101053,"a blurry photo of a white sandy beach with a person in the water, a hut and trees in the background, a boat on the water and a sign that says airpano vr production.",,,,
101054,"a view of a person swimming at the beach with clear blue water, including a sky background.",,,,
101055,"a panoramic view of a person standing next to a house on a beach with palm trees, including a bed sitting on the sandy beach.",,,,
101056,"a 3D panoramic view of a sandy beach with palm trees, beach chairs and a blue sky, including the shadow of a palm tree and an ocean view.",,,,
101057,"a picture of the sun setting over a beach with a house in the background and a panoramic view of a body of water, the picture taken from the water.",,,,
101058,"an aerial view of the beach, ocean, and a small island in the distance, with the sun shining over the water as viewed from a plane.",,,,
101059,"a computer generated image of an island in the middle of the ocean from a boat, the view including clouds and a large body of water with a boat floating on top.",,,,
101060,"an aerial view of a beach and ocean with a boat in the water, people swimming in the ocean and walking on the sand.",,,,
101061,"an aerial view of a tropical resort island in the middle of the ocean, the island featuring a large group of boats and the sun shining through the clouds over the ocean.",,,,
101062,"a man standing on the balcony of a cruise ship traveling through the ocean on a cloudy day, the boat with a life preserver on the front of it, and a view of the back of the boat.",,,,
101063,"a room on a boat filled with lots of scuba gear, with a man standing inside, a group of people sitting on top, and a view of the ocean.",,,,
101064,"an underwater view in the ocean, including a boat, a fish swimming in the blue water, a person swimming, and a close up of a camera in the water.",,,,
101065,an underwater view of a group of fish swimming over a coral reef in the blue ocean.,,,,
101066,a large group of fish swimming in the ocean with a bottle floating in the water among them.,,,,
101067,an underwater view of a large group of fish swimming in the ocean over a coral reef.,,,,
101068,"an underwater view of a large shark swimming in a blue ocean over a sandy bottom, with a bottle floating next to it and a camera in the water.",,,,
101069,"an aerial view of a beach with people and a boat in the ocean, as seen from a boat.",,,,
101070,"a computer generated image of a group of sharks and a large group of fish swimming in the ocean, captured by an underwater camera",,,,
101071,"an underwater ocean view with a person scuba diving, a shark, a fish swimming over a sandy bottom, rocks, seaweed, and a group of people riding on a boat.",,,,
101072,an underwater view of a shark and a group of fish swimming near a camera in the ocean,,,,
101073,"an aerial view of a large body of water under a cloudy sky, including a group of boats floating, a small island in the middle, and a boat in the distance.",,,,
101074,"an aerial view of a large body of water, including a beach and the ocean, with a group of boats and a large boat floating on top.",,,,
101075,"an underwater view of the sun shining through the water, featuring a man in a wet suit and a diving suit swimming in the ocean.",,,,
101076,"a view of people in the ocean from a boat, including people riding a surfboard and a couple of people in the water with the boat.",,,,
101077,"a large white boat floating in the middle of the ocean, with a view from the boat and the words airpano visible on the ocean surface.",,,,
101078,"an aerial view of a tropical island in the middle of the ocean with a lagoon, surrounded by trees, and a view from a boat.",,,,
101079,"an aerial panoramic view of a beach with clear blue water, including a cruise ship in the distance, a view from a boat, and a couple of boats floating on the water.",,,,
101080,"an aerial view of the ocean from a plane, the view including a boat floating in the large body of water and clouds.",,,,
101081,"an aerial view of a city with a large body of water, the ocean and a sunset in the background",,,,
101082,"a panoramic and aerial view of a city with tall buildings and the ocean, including a large ship in the middle of the ocean and boats in a large body of water.",,,,
101083,"an aerial view of a city next to a large body of water, the city with tall buildings and a sunset in the background, as well as a panoramic view including the ocean.",,,,
101084,"an aerial and panoramic view of a city at sunset, the city with tall buildings.",,,,
101085,"a panoramic and aerial view of a city at sunset, the city including tall buildings and a soccer field.",,,,
101086,a panoramic and aerial view of a city with tall buildings at sunset,,,,
101087,"a blurry panoramic photo of a city by the ocean at sunset, with a view extending to the body of water.",,,,
101088,"an aerial view of a city at sunset, the city located near a large body of water, a beach and the ocean.",,,,
101089,"a 3D image of a snowy landscape at sunset, the landscape including trees, a snow covered field, and a sky background.",,,,
101090,"a snow covered scene with a group of trees on a hill, a road, a mountain with a sky background, and a field where the sun is setting.",,,,
101091,"a panoramic view of a snow covered landscape at sunset, including a mountain, a field, and a hill with the sun setting over it.",,,,
101092,"a 3D image of a snow covered landscape, including a hill and a mountain with a sky background, during a sunset.",,,,
101093,"a large rock sitting on top of a snowy hill during sunset, the scene includes a snow-covered slope and a sky background.",,,,
101094,a panoramic view of a person walking and a snowboarder going down a snow covered field with a slope and a mountain in the background.,,,,
101095,"a computer generated image of a snow covered landscape, including a hill with a bright sun in the background, a man riding skis down a slope, and an aerial view of a mountain.",,,,
101096,"a person riding skis down a snow covered slope, the scene includes a field with trees in the background and a snow covered road.",,,,
101097,"a panoramic view of a snow covered field with a river running through it, the field is surrounded by a forest with trees and has a sky background.",,,,
101098,"an aerial and panoramic view of a snow covered area including a ski slope, a field and a road.",,,,
101099,"a large expanse of a snow covered field with a mountain in the distance and the sun in the background, the field being covered with a bunch of snow and having a sky background.",,,,
101100,"a computer generated image of a snow covered field including a small house, a mountain in the distance, and a person riding skis on the snowy surface.",,,,
101101,a computer generated image of a group of people walking across a snowy landscape with a sunset and a large body of water in the background.,,,,
101102,a panoramic view of a satellite dish sitting on a snow covered field with the sun shining through the clouds in the sky,,,,
101103,"a panoramic view of a person riding a snowboard down a snow covered slope, with a field under a cloudy sky, and a car driving down a road.",,,,
101104,"a snow covered field with a bright sun and a blue sky in the background, a man riding skis on top of the slope, and an aerial view of a snow covered mountain.",,,,
101105,"a panoramic view of a snowy landscape under a brightly shining sun, including a snow covered field, a snowboarder going down a hill, and a hill with a blue sky in the background.",,,,
101106,"a man riding skis and a snowboarder going down a snow covered mountain slope, the mountain landscape includes a snow covered field and a bright sun in the sky background.",,,,
101107,"a snow covered hill with a large rock sticking out of it, a person standing on it, the sun setting over it, extending into a snow covered field with a sky background.",,,,
101108,"a computer generated panoramic image of a snowy landscape including a snow covered hill with a house in the distance, a snow covered field and a snow covered mountain.",,,,
101109,"a 3D image of a snow-covered landscape with a mountain, a hill, a road, and a blurry photo of a beach, all with a sky background.",,,,
101110,"a panorama of a snow covered hill with a snowboarder on it, a large body of water, and a blue sky in the background.",,,,
101111,"a snow covered mountain and hill with a sky background, a snowboarder in the foreground, and a person standing in the snow on a sunny day.",,,,
101112,"an aerial and panoramic view of a snow covered landscape at sunset, the landscape including a mountain, field and a river.",,,,
101113,an aerial view from a plane of a snow covered mountain range with a sky background.,,,,
101114,"a computer generated aerial view from a plane of a mountain peak, including a mountain range and a lake.",,,,
101115,"an aerial and computer-generated view of a mountain range, including a mountain with a sign on it, a lake surrounded by mountains, and a snowy mountain range.",,,,
101116,"a view from a plane, showcasing a panoramic and computer-generated image of a snowy mountain range, with the top of a mountain and a lake surrounded by mountains.",,,,
101117,a panoramic and aerial view of a city with lots of tall buildings,,,,
101118,an aerial view of a city with tall buildings,,,,
101119,an aerial and panoramic view of a city with lots of tall buildings.,,,,
101120,"a panoramic and aerial view of a city under a blue sky, the city has a ferris wheel and is surrounded by mountains.",,,,
101121,an aerial view of a city with tall buildings,,,,
101122,a panoramic and aerial view of a city with tall buildings,,,,
101123,a panoramic view of a beach with a city in the background and a helicopter flying over a body of water,,,,
101124,"a panoramic aerial view of a large body of water, a harbor, and a marina, all with numerous boats in them.",,,,
101125,a panoramic view of a city next to a large body of water with a plane and a helicopter flying over it.,,,,
101126,"an aerial and panoramic view of a city with tall buildings next to the ocean, with a helicopter flying over it.",,,,
101127,"a panoramic view of a city next to the ocean with tall buildings, a body of water, and a helicopter flying over it.",,,,
101128,"a panoramic view of a beach with the ocean, waves, and a city in the background, from a high point of view.",,,,
101129,"a panoramic view of a city and the ocean, the city is surrounded by a large body of water with a bunch of boats in it.",,,,
101130,"an aerial view of a city near a highway and a bridge over a body of water, with the ocean and body of water in view.",,,,
101131,"a boat traveling down a large body of water at night, with a view of a city in the background, including tall buildings.",,,,
101132,a panoramic aerial view of a city at night,,,,
101133,a panoramic and aerial view of the city of Miami with a large body of water and a lake in the foreground and background.,,,,
101134,a panoramic and aerial view of a city at night.,,,,
101135,"an aerial view of a city at night, viewed from the top of a skyscraper.",,,,
101136,"a desert landscape at night, filled with stars in the sky, featuring rocks and the words urpano vr production.",,,,
101137,a night sky filled with stars is reflected in a body of water,,,,
101138,"the night sky is filled with many stars above a desert, including the Milky Way.",,,,
101139,the night sky filled with stars above a desert landscape,,,,
101140,the night sky filled with stars above a desert,,,,
101141,"an aerial view of a foggy landscape at sunset with the sun setting over the ocean and the beach, the landscape has the words airpano over it.",,,,
101142,"an aerial view of a foggy forest in the middle of the day, the forest including a field with trees, and a river surrounded by trees.",,,,
101143,"a blurry photo of a sunset at a beach with a sky background, including a foggy river and the sun setting over the ocean on a foggy day, and an aerial view of a forest.",,,,
101144,an aerial view of a foggy forest at sunrise.,,,,
101145,"an aerial view of a foggy landscape at sunset, including the sun setting over the ocean, a beach, a river, with the words 'airpano' over it.",,,,
101146,"a small island in the middle of a body of water, viewed from a plane, with the sky, clouds, and the sun shining above the clouds in the sky.",,,,
101147,"a red boat traveling down a body of water, surrounded by a lush green hillside, with a small island in the middle of it.",,,,
101148,"The output is: an aerial view of a small island with a stream of water running down a lush green hillside, the island surrounded by a body of water.",,,,
101149,"an airplane flying over a large body of water that contains a green island, the view also includes a blurry photo of the ocean with the word airpano on it.",,,,
101150,"an aerial panoramic view of a beach with a rock outcropping in the ocean, and a body of water.",,,,
101151,"an aerial view of a small village on a grassy hill, the village near a body of water, a grassy field, and the ocean with a small island in the distance.",,,,
101152,"an aerial view of a grassy hill with a house, a body of water in the background, including the ocean with the word airpano over it.",,,,
101153,"a view of a body of water with a cliff in the background, a group of birds flying over, a man riding on the back of a red boat, as seen from a boat.",,,,
101154,"a view of a body of water including a lake and ocean, with a hill and mountain in the background, as seen from a boat and a beach",,,,
101155,"an underwater view of a coral reef in the ocean, with a polar bear swimming, a fish swimming, lots of seaweed, and the words airpano on it.",,,,
101156,"a blurry photo of a person swimming in the ocean, which includes underwater views of a rock formation and a coral reef.",,,,
101157,"a bird's eye view of a small village by the ocean, the village including a house on a hill, a grassy hill with a body of water in the distance, and a lush green hillside",,,,
101158,"the sun is setting over a city with a busy highway, a bridge over a river, viewed from the top of a tall building.",,,,
101159,"an aerial view from a high point of a city at sunset, with a bridge over a river and a rooftop, transitioning into night.",,,,
101160,"a view of a city at night from a high point of view, the city being somewhat blurry and featuring a skyline, with the words airpano over it.",,,,
101161,"an aerial view of a city at night from a high point of view, the city displayed in a blurry picture.",,,,
101162,"a 3d image of a park with a building in the middle, the park having purple flowers, a bush and an entrance, with a blue sky in the background.",,,,
101163,"a blurry photo of a person walking down a street with trees, bushes, and a tall building, the scene includes a park with grass and a bush with purple flowers.",,,,
101164,"a picture of a city park with a street, trees, buildings, and a path, where views include looking up at a tree from the ground and from a vehicle.",,,,
101165,"a blurry picture of a large building in the middle of a park with trees, including a tree with white flowers and the words airpano on it.",,,,
101166,"a view of a field with white flowers, trees including an apple tree in bloom, with some views captured from a low angle and from the ground looking up.",,,,
101167,"a woman in a white dress standing in an apple orchard with lots of green grass and trees, the orchard is in a field full of trees and flowers under a blue sky with many trees in the background.",,,,
101168,"a blurry photo of a person walking a dog on a path in a grassy field, the field including purple flowers",,,,
101169,"a panoramic picture of a church in the middle of a grassy field with trees, including a view of a tree from a moving vehicle and an aerial view of a tree in the woods.",,,,
101170,"a panoramic view of a large white building in a park surrounded by purple flowers, including a tree and a bush.",,,,
101171,a bunch of flowers that are in the grass with the logo for an airpano production company.,,,,
101172,"a blurry photo of a group of people riding bikes down a sidewalk with a bush and a building, both with purple flowers, a tree in the middle of a field.",,,,
101173,"The output is: a night time view of a very tall building with a clock tower, a park with a bench, a tree in the street, and a planter with flowers in front of a sign.",,,,
101174,"a computer generated image of a desert landscape under a blue sky with a plane and a red and white helicopter flying over it, and a small airplane flying over a large body of water.",,,,
101175,"a computer generated image of a desert landscape at sunset, including a red and white helicopter and a red airplane flying over.",,,,
101176,"a computer generated panoramic view of a desert from a plane, the desert including sand dunes, mountains in the background and a blue sky.",,,,
101177,"a computer generated panoramic image of a desert landscape, viewed from a plane with the sun shining over it.",,,,
101178,"a view from the cockpit of a small plane flying over the ocean and the desert, with a couple of men riding in the back",,,,
101179,"a view of a desert landscape from a plane, a man sitting in a helicopter over the desert, with a plane flying over it",,,,
101180,"a panoramic and computer generated view of a desert landscape, the desert including sand dunes",,,,
101181,"an aerial view of a desert from a plane, the desert including sand dunes, a red helicopter and a plane flying over the landscape.",,,,
101182,an aerial panoramic view of a desert landscape with a bird and a red and white helicopter flying over it.,,,,
101183,a computer generated image of a desert landscape featuring a dead tree in the middle.,,,,
101184,"a panoramic view of a desert landscape with a dead tree in the middle, the sun shining brightly, sparse trees, and a beach with people walking on it.",,,,
101185,"a panoramic view of a desert landscape with a red and white helicopter flying over, a plane flying over the ocean under a blue and cloudy sky.",,,,
101186,an aerial view from a plane of a desert landscape under a blue sky with clouds,,,,
101187,a computer generated panoramic view of a desert landscape with a red and white helicopter and a red airplane flying over it under a blue sky.,,,,
101188,"an aerial view of a desert with sand dunes and a bright sun in the background, featuring a red and white plane and a small plane flying over the landscape.",,,,
101189,a person riding in a helicopter and a red and white plane flying over a desert landscape during sunset.,,,,
101190,"a panoramic and aerial view of a field, lake and forest in autumn, with blue skies.",,,,
101191,"a panoramic and aerial view of a field with a bridge in the distance and trees in the background, captured in both clear and blurry photo.",,,,
101192,"a herd of deer and other animals grazing, walking, and standing on a lush green, grass covered field.",,,,
101193,"a herd of deer grazing and standing on top of a lush green field, the field also hosts a couple of other animals",,,,
101194,"a bird's eye and aerial view of a wooded area with trees, featuring a wooden bench sitting under a metal roof next to the forest.",,,,
101195,"a picture of a cow in a fenced in, wooded area with a bench and a bridge, the bench sitting in the middle of the forest and the bridge in the background",,,,
101196,"a herd of deer grazing and standing on a lush green field, with two cows also grazing in the field",,,,
101197,"a blurry photo of a large body of water, possibly a lake or a river, surrounded by a forest in the fall.",,,,
101198,"an aerial and panoramic view of a body of water, including a lake and a river, running through a forest and surrounded by trees and land.",,,,
101199,"an aerial view of a large body of water, likely a lake, surrounded by trees.",,,,
101200,"a picture of a large lake with a blue sky in the background, the lake being surrounded by trees, inhabited by a bunch of birds and a white swan floating on it.",,,,
101201,"an aerial and panoramic view of a valley with a green field, mountains, a castle, and a blurry mountain with a sky background.",,,,
101202,"an aerial view of a castle with the sun shining brightly over a mountain range in the background, the castle is in the middle of a field, with a panoramic view of the mountain range.",,,,
101203,"an aerial view of a castle situated in a valley with a road, surrounded by mountains, a lush green forest covered hillside and the sun shining over. A bird is seen flying over the scene.",,,,
101204,"an aerial view of a castle with mountains in the background, including a blurry photo of the sun.",,,,
101205,an aerial view of a large open green field with mountains and a blue sky in the background.,,,,
101206,"an aerial view of a country scene, including a church, large open field, and mountains in the background",,,,
101207,an aerial view of a church in the middle of a green field with mountains in the background,,,,
101208,"an aerial view of a green field with a church, a road running through it, and mountains in the background.",,,,
101209,"a city street filled with lots of tall buildings, a yellow car driving down the street and a view from the top of a car.",,,,
101210,a view from a moving vehicle of a car driving down a city street filled with lots of tall buildings.,,,,
101211,"a car driving down a city street filled with lots of traffic, the street being surrounded by tall buildings.",,,,
101212,a black car driving down a busy street next to tall buildings,,,,
101213,a city street filled with lots of traffic and tall buildings,,,,
101214,"a city street filled with tall buildings, featuring a car and a double decker bus driving down the street.",,,,
101215,a city street filled with lots of tall buildings and traffic,,,,
101216,a car driving down a city street filled with lots of traffic next to tall buildings.,,,,
101217,"a city street filled with traffic and lots of tall buildings, featuring a yellow taxi cab driving down the street.",,,,
101218,"a city street filled with traffic and tall buildings, including a person walking across a crosswalk.",,,,
101219,"a city street filled with traffic next to tall buildings, with a police car parked in front of one of the buildings.",,,,
101220,a city street filled with lots of tall buildings and traffic,,,,
101221,"a city street with tall buildings, including a large sign on the side of a building, a car driving down the street, and lots of traffic.",,,,
101222,"a city street filled with lots of traffic and tall buildings, with cars driving down the street.",,,,
101223,"a view of a city street filled with tall buildings from a moving vehicle, with cars driving down the street.",,,,
101224,"a view of a city street from a moving vehicle, the street having a delivery truck and cars driving down next to tall buildings.",,,,
101225,a view from a moving vehicle of a car driving down a city street next to tall buildings,,,,
101226,"a city street with tall buildings, featuring a yellow taxi cab, a black car, and other cars driving down the street.",,,,
101227,"a car is driving down a city street next to tall buildings, the view from the windshield of the car includes a building in front",,,,
101228,a view from the top of a black car driving down a street next to tall buildings,,,,
101229,"a blurry image of a city street corner, a car driving down the street with tall buildings, viewed from the top of a car and inside a car.",,,,
101230,a car and a yellow taxi cab driving down a street next to tall buildings.,,,,
101231,"a view of a city street from a car, including a yellow taxi cab driving down the street next to tall buildings",,,,
101232,"a large body of water with a view from a dock, including a city in the background, a bridge over the water, and a blurry photo of a pier.",,,,
101233,"a large bridge spanning over a river with a boat traveling down it, a city next to the river, a group of people riding on top of the boat",,,,
101234,a panoramic view of a group of people sitting on a sidewalk and on a beach next to a large body of water with a bunch of boats in it and a bridge in the background,,,,
101235,"a blurry photo of a city street filled with tall buildings, a group of people walking down the street, and a statue of a man in front of a building",,,,
101236,an aerial view of a city and a lake at sunset transitioning into night.,,,,
101237,an aerial view of a city with tall buildings at sunset transitioning into night.,,,,
101238,"an aerial view of a city with tall buildings and a large body of water, the city being in the background.",,,,
101239,"an aerial view of a city at different times including sunset, night, and dusk.",,,,
101240,"an aerial view of a city at night and at sunset, the city surrounded by a large body of water.",,,,
101241,"an aerial view of a city at night, the city is surrounded by tall buildings and a large body of water.",,,,
101242,an aerial view of a city at night.,,,,
101243,an aerial view of a city at night.,,,,
101244,"a blurry photo of a busy city street at night, filled with lots of traffic, people, and tall buildings.",,,,
101245,"a night scene over a body of water featuring a green, blue and purple aurora, a lighthouse sitting on top of a building, and a pier with the word airpano over it.",,,,
101246,"a digital image of a city at night with a green and black sky, some clouds, water, a green and red aurora bore, a lighthouse on a beach, and the word 'airpano' over it.",,,,
101247,"a night scene of a green and purple aurora bore over a body of water, including a lighthouse and the word airpano in the foreground.",,,,
101248,"a long exposure photo of a green and red aurora bore over the ocean at night, including a blurry image of a phone booth and a pier.",,,,
101249,"a night time scene with a green and red aurora bore over a body of water, a pier with lights on, a phone booth with the aurora in the background, viewed from a boat.",,,,
101250,"a snow covered field with a lone tree, trees in the background, and a sunset in the distance.",,,,
101251,"a panoramic view of a snow covered field under a blue sky, the field includes trees and a full moon in the background.",,,,
101252,"a snowy landscape with a snowboarder going down a hill, a river running through it covered in snow, with a green aurora light and a full moon in the background.",,,,
101253,"a night scene with a snow-covered field and road, featuring a river, full moon, trees in the background, and under a green aurora light",,,,
101254,"a picture of a snowy field with a river running through it, the field is in a forest covered in snow, with trees and a full moon in the sky.",,,,
101255,a green and black photo of the aurora bore over a river with trees and a snow covered field,,,,
101256,"a green and black photo of a snowy landscape, including a river, snow covered rocks and trees, a field, and a road.",,,,
101257,"a blurry photo of a snow covered field with trees under a green sky, the field including trees and a green light in the sky.",,,,
